t,x,y
18.630000,11.804508,3.795177
18.640000,11.696575,3.879120
18.650000,11.584743,3.963830
18.660000,11.469101,4.049238
18.670000,11.349748,4.135272
18.680000,11.226791,4.221855
18.690000,11.100345,4.308906
18.700000,10.970537,4.396345
18.710000,10.837499,4.484084
18.720000,10.701373,4.572035
18.730000,10.562307,4.660108
18.740000,10.420457,4.748209
18.750000,10.275986,4.836245
18.760000,10.129062,4.924119
18.770000,9.979859,5.011735
18.780000,9.828556,5.098993
18.790000,9.675335,5.185795
18.800000,9.520382,5.272044
18.810000,9.363887,5.357642
18.820000,9.206040,5.442489
18.830000,9.047034,5.526491
18.840000,8.887062,5.609552
18.850000,8.726315,5.691579
18.860000,8.564986,5.772481
18.870000,8.403266,5.852169
18.880000,8.241341,5.930557
18.890000,8.079396,6.007562
18.900000,7.917613,6.083105
18.910000,7.756170,6.157109
18.920000,7.595238,6.229503
18.930000,7.434984,6.300218
18.940000,7.275570,6.369189
18.950000,7.117151,6.436358
18.960000,6.959876,6.501669
18.970000,6.803887,6.565071
18.980000,6.649318,6.626518
18.990000,6.496296,6.685969
19.000000,6.344942,6.743387
19.010000,6.195367,6.798740
19.020000,6.047676,6.852001
19.030000,5.901964,6.903147
19.040000,5.758322,6.952159
19.050000,5.616829,6.999025
19.060000,5.477558,7.043733
19.070000,5.340576,7.086280
19.080000,5.205940,7.126663
19.090000,5.073701,7.164886
19.100000,4.943902,7.200955
19.110000,4.816582,7.234880
19.120000,4.691769,7.266674
19.130000,4.569489,7.296354
19.140000,4.449758,7.323939
19.150000,4.332589,7.349451
19.160000,4.217989,7.372916
19.170000,4.105960,7.394361
19.180000,3.996497,7.413816
19.190000,3.889594,7.431311
19.200000,3.785237,7.446882
19.210000,3.683410,7.460561
19.220000,3.584094,7.472387
19.230000,3.487266,7.482397
19.240000,3.392899,7.490630
19.250000,3.300965,7.497126
19.260000,3.211430,7.501925
19.270000,3.124262,7.505070
19.280000,3.039425,7.506602
19.290000,2.956881,7.506564
19.300000,2.876589,7.504998
19.310000,2.798511,7.501948
19.320000,2.722603,7.497455
19.330000,2.648822,7.491563
19.340000,2.577126,7.484315
19.350000,2.507470,7.475752
19.360000,2.439808,7.465919
19.370000,2.374097,7.454855
19.380000,2.310290,7.442602
19.390000,2.248342,7.429202
19.400000,2.188208,7.414694
19.410000,2.129842,7.399119
19.420000,2.073200,7.382515
19.430000,2.018237,7.364921
19.440000,1.964908,7.346375
19.450000,1.913171,7.326913
19.460000,1.862981,7.306571
19.470000,1.814296,7.285386
19.480000,1.767075,7.263391
19.490000,1.721275,7.240621
19.500000,1.676856,7.217108
19.510000,1.633778,7.192885
19.520000,1.592003,7.167983
19.530000,1.551491,7.142432
19.540000,1.512206,7.116263
19.550000,1.474111,7.089504
19.560000,1.437169,7.062184
19.570000,1.401347,7.034328
19.580000,1.366610,7.005965
19.590000,1.332924,6.977119
19.600000,1.300258,6.947816
19.610000,1.268579,6.918080
19.620000,1.237858,6.887933
19.630000,1.208064,6.857400
19.640000,1.179168,6.826500
19.650000,1.151142,6.795257
19.660000,1.123959,6.763690
19.670000,1.097591,6.731819
19.680000,1.072014,6.699663
19.690000,1.047202,6.667240
19.700000,1.023131,6.634570
19.710000,0.999777,6.601668
19.720000,0.977117,6.568551
19.730000,0.955129,6.535236
19.740000,0.933792,6.501738
19.750000,0.913086,6.468071
19.760000,0.892989,6.434251
19.770000,0.873482,6.400290
19.780000,0.854547,6.366203
19.790000,0.836165,6.332003
19.800000,0.818318,6.297700
19.810000,0.800990,6.263309
19.820000,0.784164,6.228839
19.830000,0.767824,6.194302
19.840000,0.751954,6.159708
19.850000,0.736540,6.125069
19.860000,0.721567,6.090392
19.870000,0.707020,6.055689
19.880000,0.692888,6.020967
19.890000,0.679155,5.986236
19.900000,0.665811,5.951504
19.910000,0.652842,5.916779
19.920000,0.640236,5.882069
19.930000,0.627984,5.847380
19.940000,0.616072,5.812721
19.950000,0.604491,5.778097
19.960000,0.593230,5.743515
19.970000,0.582280,5.708982
19.980000,0.571631,5.674504
19.990000,0.561272,5.640085
20.000000,0.551197,5.605732
